"m_id","forename","surname","dob","dob_approx","dob_position","dod","age_y","STAT_spouse","STAT_sibling","STAT_parent","STAT_children","ETURL"
151,"William Henry","Harrison","1866-00-00",1,"A","1912-04-15",45,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-harrison.html"
152,"Hammad","Hassab","1885-00-00",1,NULL,"1965-00-00",27,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/hammad-hassab.html"
153,"Walter James","Hawksford","1867-01-30",0,NULL,"1922-11-13",45,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/walter-james-hawksford.html"
154,"Charles Melville","Hays","1856-05-16",0,NULL,"1912-04-15",55,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/charles-melville-hays.html"
155,"Clara Jennings","Hays","1859-10-13",0,NULL,"1955-02-01",52,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/clara-jennings-hays.html"
156,"Margaret Bechstein","Hays","1887-12-06",0,NULL,"1956-08-21",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/margaret-bechstein-hays.html"
157,"Christopher","Head","1869-12-25",0,NULL,"1912-04-15",42,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/christopher-head.html"
158,"Herbert Henry","Hilliard","1867-06-29",0,NULL,"1912-04-15",44,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/herbert-henry-hilliard.html"
159,"William Edward","Hipkins","1857-01-01",0,NULL,"1912-04-15",55,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-edward-hipkins.html"
160,"Ida Sophia","Hippach","1867-11-25",0,NULL,"1940-09-22",44,NULL,NULL,NULL,1,"https://www.encyclopedia-titanica.org/titanic-survivor/ida-hippach.html"
161,"Gertrude Isabelle","Hippach","1894-10-01",0,NULL,"1974-11-14",17,NULL,NULL,1,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/jean-gertrude-hippach.html"
162,"Anna Louisa","Hogeboom","1860-05-05",0,NULL,"1947-10-06",51,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/anna-hogeboom.html"
163,"Alexander Oskar","Holverson","1869-10-02",0,NULL,"1912-04-15",42,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/alexander-oskar-holverson.html"
164,"Mary Alice","Holverson","1876-09-21",0,NULL,"1918-05-02",35,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/mary-alice-holverson.html"
165,"Harry Haven","Homer","1871-11-28",0,NULL,"1939-02-10",40,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/harry-homer.html"
166,"Frederick Maxfield","Hoyt","1873-09-15",0,NULL,"1940-07-05",38,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/frederick-maxfield-hoyt.html"
167,"Jane Anne","Hoyt","1879-02-28",0,NULL,"1932-07-17",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/jane-anne-hoyt.html"
168,"William Fisher","Hoyt","1869-01-24",0,NULL,"1912-04-15",43,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-fisher-hoyt.html"
169,"Rose Amélie","Icard","1872-10-31",0,NULL,"1964-07-15",39,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/amelia-icard.html"
170,"Ann Elizabeth","Isham","1862-01-25",0,NULL,"1912-04-15",50,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/ann-elizabeth-isham.html"
171,"Joseph Bruce","Ismay","1862-12-12",0,NULL,"1937-10-17",49,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/j-bruce-ismay.html"
172,"Charles Cresson","Jones","1866-01-22",0,NULL,"1912-04-15",46,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/charles-cresson-jones.html"
173,"Henry Forbes","Julian","1861-05-09",0,NULL,"1912-04-15",50,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/henry-forbes-julian.html"
174,"Edwin Herbert","Keeping","1878-07-05",0,NULL,"1912-04-15",33,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/edwin-herbert-keeping.html"
175,"Edward Austin","Kent","1854-02-19",0,NULL,"1912-04-15",58,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/edward-austin-kent.html"
176,"Frederick Roland","Kenyon","1871-03-17",0,NULL,"1912-04-15",41,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/frederick-kenyon.html"
177,"Marion Estelle","Kenyon","1871-07-05",0,NULL,"1958-10-03",40,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/marion-kenyon.html"
178,"Edwin Nelson Jr.","Kimball","1870-03-09",0,NULL,"1927-04-06",42,1,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/edwin-nelson-kimball.html"
179,"Susan Gertrude","Kimball","1866-10-04",0,NULL,"1962-03-21",45,1,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/gertrude-kimball.html"
180,"Herman","Klaber","1870-11-18",0,NULL,"1912-04-15",41,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/herman-klaber.html"
181,"Emilie","Kreuchen","1882-10-01",0,NULL,"1971-03-25",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/emilie-kreuchen.html"
182,"Fletcher Fellowes Lambert","Williams","1868-07-25",0,NULL,"1912-04-15",43,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/fletcher-lambert-williams.html"
183,"Alice May","Leader","1862-05-10",0,NULL,"1944-04-20",49,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/alice-leader.html"
184,"Berthe","Leroy","1884-08-10",0,NULL,"1972-07-04",27,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/berthe-leroy.html"
185,"Louis Gustave Joseph","Lesueur","1876-08-26",1,NULL,"0000-00-00",35,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/gustave-lesueur.html"
186,"Ervin G.","Lewy","1881-11-28",0,NULL,"1912-04-15",30,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/ervin-lewy.html"
187,"Erik Gustaf","Lind","1869-06-18",0,NULL,"1912-04-15",42,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/erik-lindeberg-lind.html"
188,"Sigrid","Lindström","1856-12-18",0,NULL,"1946-11-03",55,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/sigrid-lindstrom.html"
189,"Elizabeth Lindsey","Lines","1861-06-15",0,NULL,"1942-12-17",50,NULL,NULL,NULL,1,"https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-lines.html"
190,"Mary Conover","Lines","1895-07-27",0,NULL,"1975-11-23",16,NULL,NULL,1,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/mary-conover-lines.html"
191,"Milton Clyde","Long","1882-10-19",0,NULL,"1912-04-15",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/milton-clyde-long.html"
192,"Gretchen Fiske","Longley","1890-09-01",0,NULL,"1965-08-11",21,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/gretchen-fiske-longley.html"
193,"Joseph Holland","Loring","1882-03-18",0,NULL,"1912-04-15",30,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/joseph-holland-loring.html"
194,"Eugénie Elise","Lurette","1852-11-16",0,NULL,"1940-01-31",59,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/elise-lurette.html"
195,"Georgette Alexandra","Madill","1896-03-15",0,NULL,"1974-02-14",16,NULL,NULL,1,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/georgette-madill.html"
196,"John Edward","Maguire","1882-02-07",0,NULL,"1912-04-15",30,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/john-edward-maguire.html"
197,"Roberta Elizabeth Mary","Maioni","1891-12-21",0,NULL,"1963-01-17",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/roberta-maioni.html"
198,"Pierre","Maréchal","1883-01-18",0,NULL,"1942-02-22",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/pierre-marechal.html"
199,"Daniel Warner","Marvin","1894-02-12",0,NULL,"1912-04-15",18,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/daniel-warner-marvin.html"
200,"Mary Graham Carmichael","Marvin","1894-01-30",0,NULL,"1975-10-17",18,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/mary-marvin.html"
201,"Berthe Antonine","Mayné","1887-07-21",0,NULL,"1962-10-11",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/bertha-mayne.html"
202,"Thomas Francis","McCaffry","1866-02-05",0,NULL,"1912-04-15",46,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/thomas-francis-mccaffry.html"
203,"Timothy John","McCarthy","1857-11-25",0,NULL,"1912-04-15",54,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/timothy-mccarthy.html"
204,"James Robert","McGough","1876-07-04",0,NULL,"1937-07-24",35,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/james-mcgough.html"
205,"Edgar Joseph","Meyer","1884-01-13",0,NULL,"1912-04-15",28,1,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/edgar-meyer.html"
206,"Leila","Meyer","1886-09-28",0,NULL,"1957-11-27",25,1,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/leila-meyer.html"
207,"Francis Davis","Millet","1846-11-03",0,NULL,"1912-04-15",65,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/francis-davis-millet.html"
208,"William Edward","Minahan","1867-04-20",0,NULL,"1912-04-15",44,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-edward-minahan.html"
209,"Lillian Mae","Minahan","1875-02-07",0,NULL,"1962-01-13",37,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/lillian-minahan.html"
210,"Ida Daisy","Minahan","1879-01-09",0,NULL,"1919-04-30",33,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/daisy-minahan.html"
211,"Philipp Edmund","Mock","1881-08-16",0,NULL,"1951-06-16",30,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/philipp-mock.html"
212,"Harry Markland","Molson","1856-09-09",0,NULL,"1912-04-15",55,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/harry-molson.html"
213,"Clarence","Moore","1865-03-01",0,NULL,"1912-04-15",47,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/clarence-moore.html"
214,"Charles","Natsch","1875-10-00",1,NULL,"1912-04-15",36,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/charles-natsch.html"
215,"Arthur Webster","Newell","1854-01-30",0,NULL,"1912-04-15",58,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/arthur-webster-newell.html"
216,"Marjorie Anne","Newell","1889-02-12",0,NULL,"1992-06-11",23,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/marjorie-anne-newell.html"
217,"Madeleine","Newell","1880-10-10",0,NULL,"1969-04-25",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/madeleine-newell.html"
218,"Helen Monypeny","Newsom","1892-12-30",0,NULL,"1965-09-07",19,NULL,NULL,1,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/helen-monypeny-newsom.html"
219,"Arthur Ernest","Nicholson","1852-00-00",1,"A","1912-04-15",59,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/arthur-ernest-nicholson.html"
220,"Alfred","Nourney","1892-02-26",0,NULL,"1972-11-15",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/alfred-nourney.html"
221,"Fermina","Oliva y Ocana","1872-10-12",0,NULL,"1969-05-28",39,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/fermina-oliva-y-ocana.html"
222,"Alfred Fernand","Omont","1882-09-25",0,NULL,"1948-03-18",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/alfred-fernand-omont.html"
223,"Engelhart Cornelius","Østby","1848-02-06",0,NULL,"1912-04-15",64,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/engelhart-cornelius-ostby.html"
224,"Helen Ragnhild","Østby","1889-11-30",0,NULL,"1978-05-15",22,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/helen-ragnhild-ostby.html"
225,"Servando José Florentino","Oviés y Rodríguez","1876-02-21",0,NULL,"1912-04-15",36,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/servando-jose-florentino-ovies-y-rodriguez.html"
226,"William Henry Marsh","Parr","1882-10-10",0,NULL,"1912-04-15",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-henry-marsh-parr.html"
227,"Austin","Partner","1871-11-30",0,NULL,"1912-04-15",40,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/austin-partner.html"
228,"Vivian Ponsonby","Payne","1888-06-12",0,NULL,"1912-04-15",23,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/vivian-ponsonby-payne.html"
229,"Thomas","Pears","1882-05-07",0,NULL,"1912-04-15",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/thomas-pears.html"
230,"Edith","Pears","1889-09-01",0,NULL,"1956-03-24",22,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/edith-pears.html"
231,"Victor","Peñasco y Castellana","1887-10-24",0,NULL,"1912-04-15",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/victor-penasco.html"
232,"Maria Josefa Perezde Soto y Vallejo","Peñasco y Castellana","1889-09-03",0,NULL,"1972-04-03",22,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/maria-penasco.html"
233,"Mary Anne","Perreault","1878-07-29",0,NULL,"1968-11-18",33,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/mary-anne-perreault.html"
234,"Arthur Godfrey","Peuchen","1859-04-18",0,NULL,"1929-12-07",52,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/arthur-godfrey-peuchen.html"
235,"Walter Chamberlain","Porter","1865-05-13",0,NULL,"1912-04-15",46,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/walter-chamberlain-porter.html"
236,"Lily Alexenia","Potter","1855-08-15",0,NULL,"1954-01-01",56,NULL,NULL,NULL,1,"https://www.encyclopedia-titanica.org/titanic-survivor/lily-alexenia-potter.html"
237,"Johan George","Reuchlin","1874-12-06",0,NULL,"1912-04-15",37,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/johan-george-reuchlin.html"
238,"George Alexander Lucien","Rheims","1879-01-06",0,NULL,"1963-03-01",33,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/george-rheims.html"
239,"Sante","Righini","1883-11-19",1,NULL,"1912-04-15",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/sante-righini.html"
240,"Victor","Robins","1867-03-29",0,NULL,"1912-04-15",45,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/victor-robbins.html"
241,"Elisabeth Walton","Robert","1868-08-05",0,NULL,"1956-01-15",43,NULL,NULL,NULL,1,"https://www.encyclopedia-titanica.org/titanic-survivor/elisabeth-walton-robert.html"
242,"Washington Augustus","Roebling","1881-03-25",0,NULL,"1912-04-15",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/washington-roebling.html"
243,"Charles Hallace","Romaine","1866-07-11",0,NULL,"1922-01-18",45,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/charles-romaine.html"
244,"Hugh Roscoe","Rood","1873-03-23",0,NULL,"1912-04-15",39,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/hugh-rood.html"
245,"Edith Louise","Rosenbaum","1879-06-12",0,NULL,"1975-04-04",32,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/edith-russell.html"
246,"George","Rosenshine","1866-12-21",0,NULL,"1912-04-15",45,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/george-rosenshine.html"
247,"John Hugo","Ross","1875-11-24",0,NULL,"1912-04-15",36,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/john-hugo-ross.html"
248,"Lucy Noël Martha, Countess of","Rothes","1878-12-25",0,NULL,"1956-09-12",33,NULL,NULL,2,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/countess-of-rothes.html"
249,"Martin","Rothschild","1865-12-12",0,NULL,"1912-04-15",46,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/martin-rothschild.html"
250,"Elizabeth Jane Anne","Rothschild","1858-02-10",0,NULL,"1943-10-29",54,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-jane-anne-rothschild.html"
251,"Alfred G.","Rowe","1853-02-24",0,NULL,"1912-04-15",59,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/alfred-rowe.html"
252,"Arthur Larned","Ryerson","1851-01-12",0,NULL,"1912-04-15",61,1,NULL,NULL,3,"https://www.encyclopedia-titanica.org/titanic-victim/arthur-ryerson.html"
253,"Emily Maria","Ryerson","1863-08-10",0,NULL,"1939-12-28",48,1,NULL,NULL,3,"https://www.encyclopedia-titanica.org/titanic-survivor/emily-ryerson.html"
254,"Emily Borie","Ryerson","1893-10-08",0,NULL,"1960-06-25",18,NULL,NULL,2,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/emily-borie-ryerson.html"
255,"Susan Parker ","Ryerson","1890-08-03",0,NULL,"1921-01-13",21,NULL,NULL,2,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/suzette-ryerson.html"
256,"John Borie","Ryerson","1898-12-16",0,NULL,"1986-01-21",13,NULL,NULL,2,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/john-borie-ryerson.html"
257,"Adolphe","Saalfeld","1865-00-00",1,NULL,"1926-06-05",47,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/adolphe-saalfeld.html"
258,"Emma","Sägesser","1887-08-16",0,NULL,"1964-05-24",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/emma-sagesser.html"
259,"Abraham Lincoln","Salomon","1868-10-01",0,NULL,"1959-05-21",43,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/abraham-salomon.html"
260,"Emma","Schabert","1876-05-23",0,NULL,"1961-04-18",35,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/emma-schabert.html"
261,"Augusta Jeanne","Serreplaà","1881-07-08",1,NULL,"1928-10-25",30,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/auguste-serreplan.html"
262,"Frederic Kimber","Seward","1878-03-23",0,NULL,"1943-12-07",34,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/frederic-kimber-seward.html"
263,"Elizabeth Weed","Shutes","1871-04-30",0,NULL,"1949-10-27",40,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-weed-shutes.html"
264,"Spencer Victor","Silverthorne","1876-10-17",0,NULL,"1964-05-17",35,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/spencer-victor-silverthorne.html"
265,"William Baird","Silvey","1861-02-00",1,NULL,"1912-04-15",51,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-baird-silvey.html"
266,"Alice Gray","Silvey","1872-10-19",0,NULL,"1958-05-02",39,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/alice-silvey.html"
267,"Colonel (Oberst) Alfons","Simonius-Blumer","1855-10-23",0,NULL,"1920-05-26",56,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/alfons-simonius-blumer.html"
268,"William Thompson","Sloper","1883-12-13",0,NULL,"1955-05-01",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/william-thompson-sloper.html"
269,"John Montgomery","Smart","1856-00-00",1,NULL,"1912-04-15",56,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/john-montgomery-smart.html"
270,"James Clinch","Smith","1856-04-03",0,NULL,"1912-04-15",56,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/james-clinch-smith.html"
271,"Richard William","Smith","1854-06-11",0,NULL,"1912-04-15",57,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/richard-william-smith.html"
272,"Lucian Philip","Smith","1887-08-14",0,NULL,"1912-04-15",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/lucian-philip-smith.html"
273,"Mary Eloise","Smith","1893-08-07",0,NULL,"1940-05-03",18,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/mary-eloise-smith.html"
274,"John Pillsbury","Snyder","1888-01-08",0,NULL,"1959-07-22",24,1,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/john-pillsbury-snyder.html"
